source_track_id,source_Track Name,source_Artist Name(s),source_Danceability,source_Energy,source_Key,source_Loudness,source_Mode,source_Speechiness,source_Acousticness,source_Instrumentalness,source_Liveness,source_Valence,source_Tempo,source_pid,source_region_genre_id,source_position,source_pid_position,target_track_id,target_Track Name,target_Artist Name(s),target_Danceability,target_Energy,target_Key,target_Loudness,target_Mode,target_Speechiness,target_Acousticness,target_Instrumentalness,target_Liveness,target_Valence,target_Tempo,target_pid,target_region_genre_id,target_position,target_pid_position,label
43qx8PEmvj1r7xO9BKjS3a,Marseille,Oracle Sisters,0.502,0.758,0.0,-9.318,1.0,0.0305,0.0197,0.788,0.0845,0.874,100.027,18,western_chill_lyrics,48,18_48,4TX254TZgrbqg1qFrZQTzD,Neelo Jarige,Mani Sharma;Hariharan;Shreya Ghoshal,0.82,0.896,2.0,-6.376,1.0,0.0898,0.0616,0.0188,0.0697,0.795,104.993,,,,,0
6Ti7TdINIBO1VkI1WJtIBj,Swapnavenuvedo,Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra,0.351,0.618,9.0,-7.534,0.0,0.0791,0.739,0.000895,0.426,0.324,92.086,10,telugu_chill_lyrics,24,10_24,0j6xHdWh1gULXMvubQxhu3,Tidemarks,Arven,0.486,0.0704,2.0,-25.148,1.0,0.0266,0.963,0.944,0.1,0.0914,71.987,,,,,0
484fdJ1RYBoo6I4rdQdoV1,nothing lasts forever,ist;cØzY,0.374,0.0696,3.0,-27.915,0.0,0.0343,0.917,0.837,0.111,0.0785,70.006,29,western_sleep,113,29_113,6G7zgeFrYKMrZMUmH0sJxq,The Spiral Staircase,Matthew L. Fisher,0.355,0.0062,3.0,-32.949,1.0,0.0417,0.991,0.932,0.0962,0.102,105.511,,,,,0
4ydCE2ebwDAoVVkuy0MrH5,Sexy Bitch (Remix),Zuffo,0.806,0.571,11.0,-5.854,0.0,0.0586,0.0279,1.6e-05,0.377,0.604,124.015,19,western_dj,204,19_204,5FWFMBzLHjpCb5u8AzF4cH,Water's Surface,Avery's Ambient,0.148,0.042,10.0,-30.327,0.0,0.062,0.992,0.944,0.103,0.0737,140.22,,,,,0
0ZICisRGAk7Xv8zSPuX8Nq,Letter to the Stars,Køsk Skriner,0.474,0.0281,5.0,-25.813,1.0,0.0344,0.978,0.903,0.0956,0.127,66.988,23,western_focus,162,23_162,3QjclgXtJSvC02OllPVyif,Flashpoint,Elysar,0.425,0.011,0.0,-33.196,1.0,0.0326,0.993,0.912,0.0957,0.335,77.713,23.0,western_focus,163.0,23_163,1
1iUimqP9BrIJDq0RaH4upZ,Udayinchina,Devi Sri Prasad,0.864,0.81,7.0,-6.796,1.0,0.136,0.196,1.29e-05,0.118,0.83,99.978,12,telugu_chill_lyrics,20,12_20,46OXgRHwhmmMt9aqxTEFIn,Lugnet,Ametrine Skies,0.267,0.00376,4.0,-36.723,0.0,0.051,0.991,0.935,0.103,0.248,67.768,,,,,0
1h54366McXSNcici2LAiZP,Smells Like Teen Spirit,Naeleck;Coopex;Duncán;Nito-Onna,0.663,0.882,6.0,-3.022,0.0,0.0484,0.0456,0.0179,0.415,0.217,145.003,19,western_dj,168,19_168,4byh3b4UPMCgz8wcw7iSG6,Would I Lie To You,Bruno Motta;Guill;Strappa;Will Jr.,0.745,0.845,6.0,-6.218,0.0,0.0407,0.173,0.00235,0.331,0.498,123.968,19.0,western_dj,169.0,19_169,1
4blqlsA1uf2d2I40E90EUC,"Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam;Arijit Singh;Shilpa Rao,0.589,0.522,9.0,-10.649,1.0,0.0391,0.642,2.74e-05,0.0992,0.31,109.094,27,western_sleep,21,27_21,75ckdfW23NPWGDMSjdUFBv,Waiting For Tonight,FISHER;Jennifer Lopez,0.714,0.833,10.0,-4.543,0.0,0.039,0.00683,0.473,0.0579,0.641,128.989,,,,,0
3zKAa3AAmK8yJ4Vpcrn5xv,our memories,Catalyz,0.335,0.155,6.0,-27.417,1.0,0.0354,0.926,0.854,0.0801,0.0912,170.045,29,western_sleep,48,29_48,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,,,,,0
0byuRCilUoNe3rKG8VKCx8,For All You Give (feat. Lucy Rose),The Paper Kites;Lucy Rose,0.498,0.142,11.0,-17.142,0.0,0.0383,0.956,0.00273,0.109,0.355,139.173,4,hindi_sleep,42,4_42,20AC70RUlVz6A6dCcQ5tRS,Re: Stacks,Bon Iver,0.676,0.0812,2.0,-22.846,1.0,0.0398,0.979,0.416,0.118,0.314,125.075,4.0,hindi_sleep,43.0,4_43,1
4349osx2k9x1bfw40VQ3La,ocean dreams,bluescape,0.464,0.0982,9.0,-22.359,1.0,0.026,0.833,0.888,0.106,0.149,77.061,23,western_focus,171,23_171,73vIOb4Q7YN6HeJTbscRx5,Miss You,Oliver Tree;Robin Schulz,0.587,0.742,6.0,-6.64,0.0,0.0529,0.0128,0.00107,0.146,0.199,145.007,,,,,0
0nUNBjxKbK3gHUlxGwoGPG,Need You Now,APE;Zak Abel,0.669,0.669,9.0,-5.543,1.0,0.0501,0.3,1.61e-06,0.128,0.506,115.013,16,western_chill_lyrics,15,16_15,4S2n7E3tuGb5mmp6HjJ4Nd,05 AM - Domani,Joe Lewandowski;Protopapa,0.697,0.859,2.0,-6.682,1.0,0.0799,0.0122,0.701,0.117,0.796,117.993,16.0,western_chill_lyrics,16.0,16_16,1
43cRnTSZY9Z4SddXMpdxhb,Above,Avery's Ambient,0.183,0.0368,0.0,-28.493,1.0,0.0481,0.847,0.68,0.112,0.264,142.131,28,western_sleep,202,28_202,6CPOCoa9pgJ2jMcaJioppa,Jenny Jenkins (Acoustic),Mt. Joy,0.63,0.581,7.0,-7.293,0.0,0.0276,0.45,0.018,0.136,0.407,130.017,,,,,0
2fcawLNVIBHtTw1hNL1IiW,Touching The Sky,Kaela Black,0.379,0.0214,5.0,-28.875,1.0,0.0574,0.994,0.962,0.103,0.317,138.738,22,western_focus,239,22_239,6yLqJRI9mDiMNlviGG1X8i,Weightless,Soothing Oasis,0.15,0.0259,5.0,-34.418,1.0,0.0437,0.979,0.355,0.0947,0.0362,136.456,,,,,0
3ZBTv0pKvJ6YId7ozxW4Uv,Shiv Tandav Stotram (Har Har Shiv Shankar),Sachet Tandon;Parampara Tandon,0.577,0.805,5.0,-0.553,1.0,0.0398,0.662,0.0,0.201,0.347,77.094,1,hindi_chill_lyrics,47,1_47,2USlegnFJLrVLpoVfPimKB,Thunder,Gabry Ponte;LUM!X;Prezioso,0.67,0.896,1.0,-4.673,1.0,0.058,0.0342,3.21e-05,0.344,0.403,101.216,,,,,0
58Jt8MKkvodjpQ4EQBXQ79,Alaska,Caiola,0.462,0.417,3.0,-8.534,1.0,0.0343,0.86,0.00352,0.106,0.35,101.017,4,hindi_sleep,33,4_33,5eG8QuQKOBvDeCyoOeMkhT,Alps,Novo Amor;Lowswimmer,0.354,0.311,3.0,-10.377,1.0,0.0321,0.965,0.0315,0.204,0.135,146.631,4.0,hindi_sleep,34.0,4_34,1
4XBdquxpnwZRjFiM55TRkQ,Lysithea,Stone Mirland,0.337,0.00728,11.0,-41.068,1.0,0.0494,0.995,0.941,0.0844,0.423,127.192,26,western_focus,116,26_116,1Vj11Vm95STtBEL7hSB5Sh,Images of Love (with Dominic Fike),Hether;Dominic Fike,0.534,0.482,8.0,-8.554,1.0,0.0462,0.76,0.014,0.115,0.338,71.834,,,,,0
39HNrbxhyNy6v4pp48qxEf,The Melody,From the Keys,0.325,0.00777,5.0,-30.314,0.0,0.0375,0.994,0.897,0.109,0.119,94.605,26,western_focus,193,26_193,6C1203q8GhYKuu2U6Qqpnp,Thirst,Tales of Vibrations,0.396,0.0499,4.0,-24.844,1.0,0.0343,0.993,0.928,0.0903,0.344,139.864,26.0,western_focus,194.0,26_194,1
27YTAURq96GXXPGuXTPFfN,Stay,Mike Tunes,0.649,0.864,1.0,-3.285,1.0,0.0472,0.0116,0.0,0.0611,0.353,150.154,19,western_dj,124,19_124,2VH53PCZpxCiFCkIuiTosJ,UNFOLDING - Extended version,Niksu,0.765,0.978,5.0,-6.413,0.0,0.0477,0.011,0.866,0.043,0.57,128.007,,,,,0
02jqZSrW8fsr6FN9q934ps,Tum Kya Mile,Arijit Singh;Shreya Ghoshal;Amitabh Bhattacharya,0.271,0.726,7.0,-6.504,1.0,0.0527,0.586,0.0,0.353,0.532,87.425,3,hindi_chill_lyrics,126,3_126,4zFbMGLsshAPP6ftgQYZZv,Kamikōchi,Kjell Sønksen;Adrien de la Salle,0.42,0.0456,9.0,-25.451,1.0,0.0396,0.992,0.929,0.106,0.264,116.205,,,,,0
6Cxbnsbj9SdlQN6nropxVU,Sunrise,Jerold Woods,0.441,0.0459,7.0,-23.362,1.0,0.035,0.983,0.877,0.101,0.038,74.879,23,western_focus,63,23_63,2fux83cwNIZJCKbS3MlFX9,Atmosphere,ZenithEcho,0.585,0.192,3.0,-23.835,1.0,0.0459,0.993,0.933,0.102,0.0907,73.017,23.0,western_focus,64.0,23_64,1
59rkTkputMqoxunf9IRzOc,Dominoes,Jungle,0.689,0.952,2.0,-5.249,0.0,0.114,0.113,0.78,0.298,0.415,107.978,18,western_chill_lyrics,77,18_77,2txFYMplSLS8vfkVpFvuvk,Unsaid,Mats Madestam,0.315,0.0097,2.0,-29.831,1.0,0.0393,0.991,0.91,0.0876,0.0723,175.096,,,,,0
0dmUBjkwsT8aQg1qlbkLso,Get in Trouble (So What) - Lilo Remix,Dimitri Vegas & Like Mike;Vini Vici;LILO,0.688,0.909,6.0,-6.478,0.0,0.0733,0.0251,0.0283,0.132,0.396,125.975,19,western_dj,149,19_149,15EBgipW1KJkw5eMUAgA0u,Sing To Me,Elliott Jack Sansom,0.421,0.0739,5.0,-30.6,1.0,0.0341,0.991,0.891,0.109,0.379,107.162,,,,,0
1WXVfFRD89EtVURD4Tbixo,The Breach,Dustin Tebbutt,0.629,0.585,1.0,-8.563,1.0,0.0269,0.614,0.0725,0.129,0.523,102.984,4,hindi_sleep,29,4_29,6i9TtMf7hxW6gSYjWFuTm1,Malli Kuyave,Chakri;Hariharan;Kousalya,0.598,0.667,9.0,-8.223,1.0,0.0705,0.559,0.0,0.11,0.659,169.95,,,,,0
3kSBSSsXtebECjCggW87yq,Sultan,Vishal-Shekhar;Sukhwinder Singh;Shadab Faridi;Irshad Kamil,0.669,0.866,2.0,-6.628,1.0,0.0499,0.0589,0.0,0.0463,0.288,119.992,1,hindi_chill_lyrics,2,1_2,0GQngE2rOYvlKwEQjTAsP8,Subhanallah,Pritam;Sreerama Chandra;Shilpa Rao;Amitabh Bhattacharya,0.302,0.493,9.0,-5.038,1.0,0.0451,0.455,0.0,0.134,0.457,88.904,,,,,0
7JsCQy8bmDZxs7M5Sa0Ull,Above All,Inzano,0.387,0.0627,4.0,-28.129,1.0,0.0297,0.892,0.862,0.0814,0.0739,73.996,23,western_focus,149,23_149,1xbZ2No4vTyvc5sVcW4T9Q,Nuvve Nuvve,Jonita Gandhi;Thaman S,0.6,0.459,1.0,-12.298,0.0,0.0686,0.863,0.207,0.142,0.326,168.049,,,,,0
6zZJ3GsrwkRYNbJfJ3CXYi,Love Brought Weight,Old Sea Brigade,0.366,0.327,7.0,-15.603,1.0,0.0345,0.699,0.363,0.0759,0.066,116.66,4,hindi_sleep,32,4_32,48vm65bwvLgKeP6EO7UCzF,silent days,Envacity;Lupe.mp3;ist,0.169,0.0991,7.0,-29.354,0.0,0.0378,0.918,0.862,0.089,0.042,125.903,,,,,0
7i7WGaF9qTWs70HJyLNybu,Night Breeze,Soothing Oasis,0.164,0.0728,2.0,-27.932,1.0,0.0444,0.83,0.9,0.142,0.0661,141.083,28,western_sleep,78,28_78,3szxldqiYs7nkvtmooRod8,"Oo Antava Oo Oo Antava (From ""Pushpa - The Rise"")(Telugu)",Devi Sri Prasad;Indravathi Chauhan;Chandra Bose,0.925,0.739,5.0,-6.724,0.0,0.104,0.34,0.0733,0.366,0.508,127.97,,,,,0
3z4hK6i9TGy2s7kmP6h2qO,Faded Portrait,Auguste Blanc,0.394,0.0215,2.0,-29.686,1.0,0.0473,0.996,0.937,0.0774,0.242,75.149,26,western_focus,173,26_173,13k2LSUYUuJq25wh0rdI2C,told u,nearly monday,0.646,0.134,7.0,-15.034,0.0,0.0432,0.743,0.926,0.109,0.207,76.337,,,,,0
6CPOCoa9pgJ2jMcaJioppa,Jenny Jenkins (Acoustic),Mt. Joy,0.63,0.581,7.0,-7.293,0.0,0.0276,0.45,0.018,0.136,0.407,130.017,15,western_chill_lyrics,117,15_117,6GWchpKWsKkwR6jcl0yG6V,Pyaar Ke Pal,KK,0.599,0.135,4.0,-12.376,1.0,0.0308,0.845,2.43e-05,0.11,0.168,122.107,,,,,0
20WcuVfTh0QFkIsJUncdON,Tokyo Drift,KVSH,0.844,0.767,10.0,-4.851,1.0,0.0461,0.053,1.53e-05,0.166,0.342,125.989,19,western_dj,57,19_57,3M89zvwwb1jtDUDKYNsdiA,Calabria (feat. Lunis & Lujavo),Dance Fruits Music;DMNDS;dnvn;Lunis;Lujavo,0.727,0.904,10.0,-3.408,0.0,0.064,0.0153,0.55,0.0963,0.372,124.02,19.0,western_dj,58.0,19_58,1
7e2CntkyYlYKlTufrSOCGl,Expected Events,Poof Tricks,0.709,0.271,6.0,-17.212,0.0,0.0457,0.933,0.879,0.111,0.295,140.013,25,western_focus,179,25_179,26licdts7EZ9dLaKd8NNh4,Before Sunset,Rudy Bloom,0.416,0.024,5.0,-32.291,1.0,0.0516,0.994,0.887,0.122,0.31,95.608,,,,,0
7vhaVFlG1xLJkDCzFjE0cO,Hindu Chalisa,Kalki;Sarthi,0.682,0.927,10.0,-6.205,0.0,0.187,0.119,0.0,0.352,0.329,129.973,1,hindi_chill_lyrics,61,1_61,49V8acAtdu63UDhdonKooT,Zor Se Zor Laga,Master Saleem,0.637,0.968,1.0,-2.561,0.0,0.11,0.0041,0.0,0.0583,0.815,120.085,1.0,hindi_chill_lyrics,62.0,1_62,1
5QZHOS6ipp8liMXtvzIscD,Rolling On,Ryan Harris,0.58,0.341,2.0,-12.88,1.0,0.0311,0.899,0.399,0.106,0.3,87.212,15,western_chill_lyrics,38,15_38,0QQIhT6PtJ5glyn4HKNKQ6,All the Pretty Girls,KALEO,0.466,0.496,1.0,-6.606,1.0,0.0302,0.626,6.22e-06,0.117,0.352,74.747,15.0,western_chill_lyrics,39.0,15_39,1
0rTQeRNV44kCFxUx53IJ2x,Haayi,Salim–Sulaiman;Sid Sriram;Anirudh Shandilya Maramraju,0.501,0.545,7.0,-6.007,1.0,0.0309,0.471,0.0,0.0887,0.231,143.99,13,telugu_sleep,2,13_2,6RYrYN80YfNvZqPzxsEW0K,Bhel Poori,Sooraj Santhosh;M.M.Manasi,0.803,0.945,0.0,-3.962,0.0,0.239,0.65,2.44e-06,0.637,0.659,101.189,,,,,0
4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,Atif Aslam;Shiraz Uppal;Shakeel Sohail,0.679,0.537,4.0,-7.843,1.0,0.0322,0.844,3.34e-06,0.108,0.481,111.979,9,hindi_study,83,9_83,71MYABMqYpDA4Ps5goJZOA,Feather Lines,Aural Depths,0.595,0.0881,4.0,-20.915,0.0,0.0338,0.955,0.901,0.195,0.0366,147.508,,,,,0
0R3nhKQ5OpdALI3HNp6AQ4,Release,Køsk Skriner,0.502,0.0324,0.0,-23.382,1.0,0.0358,0.99,0.933,0.0841,0.0835,68.964,23,western_focus,84,23_84,3r1sSvC4miDrE3AvDGGsXA,Nebula,Furomerald,0.56,0.0916,3.0,-21.013,1.0,0.0353,0.868,0.917,0.112,0.0449,117.752,23.0,western_focus,85.0,23_85,1
2cRrP13fbq1XxmuyQc2j3I,Apart,Alanna Crouch,0.255,0.0145,2.0,-28.081,0.0,0.0442,0.988,0.818,0.0982,0.0595,64.745,22,western_focus,142,22_142,56qVoQQbhHX5BIeKMPJF3K,Slow Journey,The O'Neill Brothers,0.408,0.0518,11.0,-19.222,0.0,0.0494,0.994,0.931,0.082,0.0885,93.639,22.0,western_focus,143.0,22_143,1
1Vgb7D76Y5QcIGheZgHnSt,Personally,Kamran Khan;The Japanese House,0.567,0.6,0.0,-8.157,1.0,0.0278,0.792,0.0934,0.0846,0.645,157.908,18,western_chill_lyrics,41,18_41,6pB4kJ4eRa0sJMUtplqekk,Magic Number (魔法数字),Chinese American Bear,0.885,0.535,0.0,-7.708,1.0,0.0554,0.573,0.515,0.343,0.797,118.592,18.0,western_chill_lyrics,42.0,18_42,1
748i6jdjm521pJYZ6meNkA,"Softly, We Begin",Kaela Black,0.431,0.025,11.0,-30.48,1.0,0.0481,0.994,0.946,0.1,0.427,77.73,22,western_focus,57,22_57,1FkcxiIBmXdWEPlFWn6ZDm,Naatho Vasthavaa,Devi Sri Prasad;Udit Narayan;Sumangaly,0.669,0.86,5.0,-7.896,0.0,0.182,0.313,1.31e-05,0.192,0.875,90.078,,,,,0
6FjbAnaPRPwiP3sciEYctO,Raabta,Pritam;Arijit Singh,0.657,0.581,0.0,-8.108,1.0,0.0298,0.699,1.82e-05,0.116,0.323,118.037,3,hindi_chill_lyrics,8,3_8,5lrA2NzUxmBjKr2tCZfMtl,"Ik Vaari Aa (From ""Raabta"")",Pritam;Arijit Singh,0.512,0.752,4.0,-4.857,0.0,0.0534,0.305,0.0,0.708,0.428,127.965,3.0,hindi_chill_lyrics,9.0,3_9,1
4HfN7246HT9BiXgU0d5HLl,Doesn't Really Matter,Car Culture;Physical Therapy;Squirrel Flower,0.542,0.855,4.0,-6.12,1.0,0.045,0.00514,0.122,0.13,0.183,97.011,6,hindi_sleep,15,6_15,4EGilW7VYfTULk4RENDfJp,White Gloves ii,Khruangbin,0.721,0.326,2.0,-12.494,0.0,0.0301,0.291,0.841,0.206,0.724,99.918,6.0,hindi_sleep,16.0,6_16,1
7d0XkI4iJ32nxeFAHFXbLQ,"If You Need To, Keep Time on Me",Fleet Foxes,0.521,0.22,9.0,-10.202,1.0,0.0314,0.647,0.00814,0.179,0.135,104.03,15,western_chill_lyrics,85,15_85,4dCLUBJwtZwc4HYXvfcpyP,Untitled,KR$NA,0.906,0.811,7.0,-5.862,1.0,0.278,0.393,1.28e-05,0.0703,0.667,130.024,,,,,0
4xq12nNwdGfjlORk5EvgcK,Aeolus,Annelie,0.202,0.0554,5.0,-24.852,1.0,0.0384,0.978,0.853,0.118,0.172,137.075,22,western_focus,85,22_85,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu;beabadoobee,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,,,,,0
4gyGtsXABIJnDe89afhaON,You Don't Need,ZE:RHIVE,0.692,0.896,8.0,-4.66,1.0,0.0425,0.053,0.135,0.245,0.368,122.027,19,western_dj,195,19_195,4Y3HG8mmJYpHN05X7SWWHI,Devudey Dhigi,KK;Usha,0.793,0.919,7.0,-5.894,1.0,0.121,0.2,0.0002,0.191,0.533,109.972,,,,,0
4utBk1Fp8UwMbc1YBcoA4D,Shout,Nicky Romero;David Guetta,0.328,0.929,2.0,-5.552,1.0,0.0578,0.181,0.0469,0.238,0.0358,130.027,19,western_dj,180,19_180,5j4kLT5qWTAdORp0ihMbFg,Love Me Again,BALD;Deso Latee,0.616,0.926,2.0,-5.213,0.0,0.0399,0.00126,9.68e-06,0.129,0.179,149.887,19.0,western_dj,181.0,19_181,1
39c6fk5gs2W6HISF6qLzvD,Soil,Mellow Moose,0.389,0.192,9.0,-16.412,1.0,0.0452,0.922,0.904,0.0849,0.0541,84.103,25,western_focus,85,25_85,6y3PVzoFQl1NGJjIhnfvuc,Ethereal,Avery's Ambient,0.165,0.0423,1.0,-32.335,0.0,0.0371,0.853,0.797,0.112,0.0741,142.29,,,,,0
6olIgbq2UUbacLO4vGLEGG,Solitary,Woodsong,0.666,0.175,9.0,-17.279,1.0,0.0749,0.983,0.926,0.111,0.437,144.153,22,western_focus,106,22_106,7y3FOEOFShOO7m6WaYJ895,Niluvaddham,Devi Sri Prasad;Karthik;Sumangaly,0.826,0.637,2.0,-7.792,1.0,0.123,0.16,7.24e-06,0.0969,0.354,95.029,,,,,0
16cuM5q46CqebnhdRB1nQG,Dil Ibaadat - Lofi Flip,Deepanshu Ruhela;Pritam;KK;Bollywood Lofi;Sayeed Quadri,0.552,0.48,2.0,-5.711,0.0,0.033,0.864,4.16e-05,0.297,0.111,140.142,27,western_sleep,55,27_55,6FOibvdfeply5nFF7FEgzX,What You Need,Jay Som;Soft Glas,0.772,0.662,9.0,-7.832,1.0,0.0304,0.312,0.699,0.113,0.799,118.007,,,,,0
4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa,0.659,0.667,11.0,-4.668,0.0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,21,western_dj,71,21_71,6y3PVzoFQl1NGJjIhnfvuc,Ethereal,Avery's Ambient,0.165,0.0423,1.0,-32.335,0.0,0.0371,0.853,0.797,0.112,0.0741,142.29,,,,,0
7MStpKz6w6a7Kq0QR7QTu0,i think i'm addicted,oskar med k;Haley Joelle,0.874,0.666,8.0,-8.566,0.0,0.175,0.691,0.478,0.289,0.496,125.029,16,western_chill_lyrics,6,16_6,5IUP91X8fKfJnWQgCHT9dN,Dhoom Again,Pritam;Vishal Dadlani;Dominique Cerejo;Asif Ali Baig,0.831,0.932,7.0,-6.251,1.0,0.221,0.164,0.0,0.383,0.571,99.97,,,,,0
6qSNgCUyjfThWCLkFlvEIe,Shayad X Samjhawan - Lofi Flip,Amtee;Arijit Singh;Pritam;Jawad Ahmad;Shaarib Toshi,0.542,0.412,6.0,-9.544,1.0,0.0315,0.891,0.0,0.109,0.267,105.132,8,hindi_study,22,8_22,32Ub8l1cR8NAXhc19ImiIq,Sleepwalking,Avery's Ambient,0.16,0.108,6.0,-29.89,0.0,0.0501,0.802,0.894,0.109,0.0366,132.329,,,,,0
4Kxb0Ailz0ioGdgqdbaSFV,The Journey,Notation,0.71,0.389,2.0,-10.91,0.0,0.0364,0.577,0.875,0.111,0.0779,80.965,25,western_focus,99,25_99,0b4jVpMAYU9kpcmYOsOOfZ,the house cat,chanchito estafa,0.681,0.248,11.0,-13.816,1.0,0.122,0.151,0.896,0.107,0.419,80.012,25.0,western_focus,100.0,25_100,1
6GomT970rCOkKAyyrwJeZi,Move Your Body,Öwnboss;Sevek,0.848,0.821,2.0,-5.408,0.0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,19,western_dj,27,19_27,364qE8xGUpa41TqKomIAEF,6 Hz Binaural Beats (Theta Waves),Aura Celestia,0.103,0.0628,7.0,-23.788,0.0,0.0425,0.994,0.946,0.117,0.0329,63.172,,,,,0
4I1MhYsQQ71wkE5DiCWw5T,Stolen Seasons,Hazlett,0.663,0.212,10.0,-14.012,1.0,0.0265,0.833,0.204,0.116,0.32,97.998,4,hindi_sleep,5,4_5,6O83ZDzYcqY4obY2VLvqgz,tirana,lorleaf,0.69,0.101,7.0,-22.991,1.0,0.0899,0.93,0.919,0.124,0.396,124.049,,,,,0
3v6k8wgo5p3ffMDeRJkfmo,Last Night,TOOTIMES,0.74,0.632,0.0,-4.413,1.0,0.04,0.000497,0.853,0.358,0.518,124.0,16,western_chill_lyrics,7,16_7,2G20U3tSRbNCGA225iWbx7,Let Me Come To Life - Sasson Remix,Klangkarussell;Sasson (FR),0.805,0.85,8.0,-7.489,1.0,0.0403,4.79e-05,0.836,0.138,0.313,121.987,16.0,western_chill_lyrics,8.0,16_8,1
099WpHvgNrPDQjiCOHUtVO,North Of Here,Lerone Gios,0.425,0.168,4.0,-26.593,1.0,0.0284,0.662,0.806,0.0947,0.179,80.0,23,western_focus,156,23_156,1DEJKx9IYnTMiEe1mEj9H0,What's On Your Mind,Thee Marloes,0.591,0.457,2.0,-8.625,0.0,0.0381,0.0508,0.142,0.0968,0.43,139.842,,,,,0
2FOlLBy4G6UKrSNgHrestM,Echoes,Crimson Memoirs,0.337,0.0749,10.0,-25.356,1.0,0.0549,0.994,0.94,0.116,0.223,163.507,26,western_focus,79,26_79,3s682BigvyqOcVgvUbSQ2c,Étoiles de givre,Adrien de la Salle,0.443,0.0387,3.0,-22.726,0.0,0.0515,0.995,0.952,0.0934,0.326,90.543,,,,,0
0kDFOAAigGT7wTvgCeTNRW,Night,Soothing Oasis,0.0739,0.216,4.0,-22.159,0.0,0.0475,0.942,0.933,0.108,0.038,178.707,28,western_sleep,118,28_118,0EYrMu9FdtUTMZ8EK6cg5Q,Simti,Anumita Nadesan,0.823,0.652,10.0,-6.338,0.0,0.0396,0.272,0.000903,0.103,0.964,125.031,,,,,0
1II94BsIcbjaXjY2ua1Zjk,ignoring tomorrow,ist;Lofi.com,0.505,0.192,1.0,-17.122,1.0,0.0758,0.771,0.944,0.127,0.137,179.857,29,western_sleep,42,29_42,0GtNGATVmBrTeoz8eZuORY,underneath my skin,Saah,0.33,0.0243,6.0,-31.603,0.0,0.0357,0.993,0.89,0.111,0.0996,136.366,,,,,0
1lVN4sHd7eH25MAVPBaxK0,Luka Chuppi - Lofi Flip,VIKI;SPECRO;SKETCH;Lata Mangeshkar,0.502,0.34,4.0,-12.145,1.0,0.0265,0.633,0.0974,0.357,0.15,91.043,27,western_sleep,77,27_77,0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,Vishal-Shekhar;KK;Shilpa Rao;Anvita Dutt Guptan,0.404,0.634,8.0,-5.979,1.0,0.0398,0.411,0.000526,0.106,0.702,78.508,,,,,0
4jk4CaqBMBbMZhf3PuR1ai,Phir Kabhi,Arijit Singh;Amaal Mallik;Manoj Muntashir,0.405,0.665,4.0,-5.498,1.0,0.0328,0.614,0.0,0.525,0.404,81.921,3,hindi_chill_lyrics,6,3_6,7rXBrWGuXfc64IG5gD7Kee,Prati,Carluccio,0.442,0.0272,5.0,-23.509,0.0,0.0362,0.994,0.926,0.109,0.287,105.871,,,,,0
1iksjIuz5iA4UGPvm4tsNm,Somewhere,Nomad Spector,0.551,0.0518,6.0,-21.615,1.0,0.0319,0.972,0.897,0.149,0.0907,144.14,23,western_focus,137,23_137,5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,Vishal-Shekhar;Atif Aslam;Irshad Kamil,0.716,0.64,2.0,-8.726,1.0,0.025,0.565,0.00139,0.127,0.485,105.012,,,,,0
3HiobOOpSpMsi95WBKPBYk,Hamari Adhuri Kahani (Title Track),Jeet Gannguli;Arijit Singh;Rashmi Virag,0.22,0.362,0.0,-7.571,1.0,0.0316,0.845,0.0,0.133,0.198,72.516,3,hindi_chill_lyrics,143,3_143,4qEj8VaVM1UwleVGvRpuXQ,"24 Préludes, Op. 28: 4. In E Minor",Francis Obel,0.443,0.0181,9.0,-20.033,0.0,0.0729,0.992,0.926,0.107,0.0392,79.063,,,,,0
2e68vzuzRv3GFUtYDO7NBE,Healing,Mima Renard,0.368,0.0288,11.0,-31.382,1.0,0.0365,0.993,0.871,0.0818,0.205,98.649,26,western_focus,187,26_187,4Xp1Gc8ybtsEPrd0v5GOIE,Another Day,Mad Miguel,0.587,0.823,1.0,-4.979,1.0,0.0558,7.38e-05,0.893,0.234,0.316,128.098,,,,,0
02U6a1krWKIJO84mbJd08U,"Hari Har (From ""Prithviraj"")",Shankar-Ehsaan-Loy;Adarsh Shinde;Varun Grover,0.651,0.886,2.0,-7.264,1.0,0.0841,0.31,0.0,0.338,0.444,108.006,7,hindi_study,55,7_55,3LoFjJPs1qXJMtMwPb3pgX,Cityscape,Blissouro,0.531,0.0889,2.0,-21.615,1.0,0.0422,0.931,0.903,0.104,0.138,75.077,,,,,0
