Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2sn8vaJJaeNJHlx9ZvPYjW,"Cloud Gradient","Cloud Gradient","Aurora Bloom",2026-01-23,132000,57,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.593,0.132,4,-22.902,1,0.0407,0.975,0.959,0.11,0.04,140.057,4
spotify:track:0j6xHdWh1gULXMvubQxhu3,"Tidemarks","Tidemarks","Arven",2026-01-02,126000,54,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.486,0.0704,2,-25.148,1,0.0266,0.963,0.944,0.1,0.0914,71.987,4
spotify:track:7oY3SSX242tiAIp064SYQJ,"Syrah","Syrah","Isoflimmasy",2025-12-19,136101,57,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.441,0.0838,2,-26.176,1,0.0303,0.97,0.854,0.108,0.161,76.024,4
spotify:track:0pjxnvvtDYM9YPc5LnYwDL,"Shattered","Shattered","Lún",2025-10-24,132095,58,false,,2026-03-19T15:17:59Z,"","Lún",0.453,0.0626,5,-30.594,1,0.0304,0.929,0.912,0.109,0.312,150.047,4
spotify:track:5KozKBGrvgLyxEDRb8VBHj,"Long Distance","Long Distance","NOMA",2025-12-19,149894,57,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.468,0.0454,4,-31.139,1,0.0332,0.99,0.87,0.0949,0.169,146.085,4
spotify:track:79Ku4Dwjn2UNHHoU9azKmS,"Life as","Life as","Egon Alram",2025-12-19,116935,57,false,,2026-03-19T15:17:59Z,"","Calm Lands Music",0.398,0.0262,7,-29.061,1,0.0414,0.914,0.639,0.108,0.248,93.076,4
spotify:track:7IP014afPrQmohDNI8fLTE,"Zenline","Zenline","Atlas Dusk",2026-01-02,157081,53,false,,2026-03-19T15:17:59Z,"","Atlas Dusk",0.477,0.0649,6,-26.805,0,0.0343,0.865,0.874,0.0847,0.0877,80.009,4
spotify:track:0tYU71tIRF49B4i0qxU5v7,"Daylight","Daylight","Humasnó",2026-01-23,143963,56,false,,2026-03-19T15:17:59Z,"","Humasnó",0.469,0.0694,6,-23.813,1,0.0314,0.985,0.838,0.111,0.0518,140.036,4
spotify:track:7gnrkGpHEeZCF4nFuXT3Y8,"Celeste","Celeste","Ciel",2025-12-14,123076,57,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.574,0.0682,11,-22.169,0,0.0491,0.981,0.89,0.112,0.154,78.063,4
spotify:track:0tCdzYvMne3CixunpEmPNT,"foresight","foresight","Esmare",2025-12-14,126516,57,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.386,0.0574,2,-27.837,1,0.0311,0.833,0.747,0.105,0.0389,78.03,4
spotify:track:28KDvEZetUbNEULIQREIgt,"Cirrus","Cirrus","Skeru",2025-12-14,151424,57,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.446,0.064,0,-24.576,1,0.0341,0.973,0.853,0.0934,0.0495,74.957,4
spotify:track:6Cxbnsbj9SdlQN6nropxVU,"Sunrise","Sunrise","Jerold Woods",2026-01-02,156225,53,false,,2026-03-19T15:17:59Z,"","Jerold Woods",0.441,0.0459,7,-23.362,1,0.035,0.983,0.877,0.101,0.038,74.879,4
spotify:track:2fux83cwNIZJCKbS3MlFX9,"Atmosphere","Atmosphere","ZenithEcho",2025-12-12,142500,56,false,,2026-03-19T15:17:59Z,"","ZenithEcho",0.585,0.192,3,-23.835,1,0.0459,0.993,0.933,0.102,0.0907,73.017,3
spotify:track:75pMP3L6TWt6SGUI5emumo,"Quiet Axis","Quiet Axis","novi quiet",2025-12-12,128450,56,false,,2026-03-19T15:17:59Z,"","novi quiet",0.532,0.0339,4,-25.513,1,0.0347,0.963,0.855,0.0787,0.276,141.958,4
spotify:track:5juvEWHNyQR3oGwNTdtxVp,"hollow river","hollow river","kinshū_91",2026-01-23,150220,56,false,,2026-03-19T15:17:59Z,"","kinshū_91",0.4,0.0595,5,-27.743,1,0.0313,0.896,0.756,0.115,0.138,67.963,4
spotify:track:4B6Nriqk08YIv2qQl5f9Cn,"Silk Tone","Silk Tone","Eden",2025-12-05,163300,57,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.428,0.0367,3,-31.032,1,0.0308,0.94,0.775,0.111,0.0833,145.988,4
spotify:track:3i1iDKolaDyxKw5Y9NKlUR,"Gravity","Gravity","Ambient Saga",2026-01-02,135728,53,false,,2026-03-19T15:17:59Z,"","Ambient Saga",0.436,0.0651,7,-24.173,1,0.0267,0.958,0.927,0.0996,0.143,76.001,4
spotify:track:4zbjAvkI6oKXRDG7tsZAQa,"The Long Road","The Long Road","elveper",2025-12-05,160833,56,false,,2026-03-19T15:17:59Z,"","elveper",0.278,0.0402,1,-28.509,0,0.0375,0.97,0.887,0.0926,0.066,67.184,4
spotify:track:7bKsMY05k1AdKvcfm4mb1N,"Inner Altitude","Inner Altitude","Aron Luna",2025-12-05,140035,56,false,,2026-03-19T15:17:59Z,"","Aron Luna",0.429,0.0267,2,-26.498,1,0.035,0.857,0.875,0.097,0.143,139.745,4
spotify:track:3jakVKIeR1t8CnBsLBm632,"Herradura","Herradura","Egon Alram",2025-11-14,148846,57,false,,2026-03-19T15:17:59Z,"","Calm Lands Music",0.281,0.0647,0,-26.137,1,0.0294,0.87,0.738,0.106,0.152,79.917,4
spotify:track:5eRbsYumIcUOohDOYQHVlu,"Hopeful Future","Hopeful Future","Gajaka",2026-01-09,139861,52,false,,2026-03-19T15:17:59Z,"","Gajaka",0.391,0.0302,1,-27.739,1,0.0351,0.822,0.812,0.116,0.0393,70.074,4
