Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6QVpMeCio8e0sp0S4HE8L5,"Hima Seemallo","Annayya","Mani Sharma;Hariharan;Harini",2022-02-18,339957,55,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,bhajan,tamil pop,ghazal,kollywood,devotional","Aditya Music (India) Pvt Ltd",0.559,0.621,2,-11.53,1,0.0762,0.159,0,0.186,0.514,84.909,4
spotify:track:3sHSiDBt19FV3XgboMC5MJ,"Chennai Chandrama","Amma Nanna O Tamila Ammai","Chakri",2003-03-19,255322,56,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood","Aditya Music (India) Pvt Ltd",0.863,0.771,5,-9.153,0,0.043,0.0225,0.000967,0.305,0.697,108.01,4
spotify:track:4uG96xzwH70aLoUm4BAkpt,"Bommanu Geesthey","Bommarillu","Devi Sri Prasad;Jeans Srinivas;Gopika Poornima",2006-08-14,234550,64,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,devotional","Aditya Music (India) Pvt Ltd",0.78,0.577,2,-8.218,1,0.03,0.0742,0.0000105,0.136,0.745,112.972,4
spotify:track:7KQv2NcdjUYreXrK31EiBa,"Andala Chukkala","Venky","Devi Sri Prasad;Mallikarjun;Kalpana Raghavendar",2004-03-26,281520,51,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,devotional,tamil pop","Aditya Music (India) Pvt Ltd",0.893,0.551,7,-8.729,0,0.0638,0.521,0,0.123,0.89,129.96,4
spotify:track:0jIceZGFCt8IL2jgn5xBhj,"Ye Chilipi","Gharshana-New","Harris Jayaraj;Srinivas",2004-06-19,315001,62,false,,2023-10-18T06:48:56Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,kannada pop,malayalam pop","Aditya Music (India) Pvt Ltd",0.635,0.655,9,-7.339,0,0.0293,0.0182,0,0.422,0.495,109.989,4
spotify:track:2US6K8jHBxaKChKmAvcy2W,"Nee Navvula","Aadi","Mani Sharma;Mallikarjun;Sunitha",2002-01-03,282748,57,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,devotional","Aditya Music (India) Pvt Ltd",0.873,0.593,9,-8.2,0,0.102,0.0724,0.0000142,0.161,0.84,120.999,4
spotify:track:1ZUZp373dUvBFNWHLMw9og,"Priyathama","Jayam","R. P. Patnaik;Usha Munukutla",2002-05-14,304146,54,false,,2023-10-18T06:48:56Z,"telugu pop,kannada pop,tollywood,sandalwood","Aditya Music (India) Pvt Ltd",0.691,0.939,5,-4.937,0,0.141,0.128,0.0000323,0.205,0.861,79.977,4
spotify:track:4F0uq09fKad99msF2x3BQm,"Mellaga","Varsham","Devi Sri Prasad;S.P. Charan;Sumangaly",2003-12-17,319993,64,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music (India) Pvt Ltd",0.779,0.833,1,-4.862,1,0.136,0.156,0.0000137,0.27,0.639,79.983,4
spotify:track:0ZOlLikCYIMHF2sJcx3oS8,"Emantaro","Gudumba Shankar","Mani Sharma;S.P. Charan;Harini",2004-08-09,378279,59,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music (India) Pvt Ltd",0.5,0.691,5,-7.536,0,0.11,0.0937,0.0000477,0.142,0.44,174.122,4
spotify:track:3569xRx6yFLQz0IjT0pOuP,"Endhuko Prayam","Rajakumarudu","Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra",1999-06-30,305273,53,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,kannada pop,tamil pop,devotional,sandalwood,malayalam pop,mollywood","Aditya Music (India) Pvt Ltd",0.59,0.656,2,-8.741,0,0.0604,0.479,0.00000306,0.252,0.518,88.893,4
spotify:track:2Pgdqont2o2750BbGmnvvt,"Telusuna","Sontham","Devi Sri Prasad;K. S. Chithra",2002-07-23,276270,57,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,malayalam pop,kannada pop,mollywood,tamil pop,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.658,0.501,0,-6.881,0,0.0323,0.375,0.00000459,0.1,0.487,142.926,1
spotify:track:11c5HhE5sWX4zqw0m6ikFb,"Gundello Emundho","Manmadhudu","Devi Sri Prasad;Venu;Sumangaly",2002-12-20,259591,61,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance","Aditya Music (India) Pvt Ltd",0.802,0.586,1,-12.165,0,0.0976,0.231,0.0000669,0.328,0.839,93.631,4
