Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1v6g0O3B9MmLPW8jNKPSQg,"Kya Kahein","Kya Kahein","Divyam Sodhi;Khwaab;Tanmay Maheshwari",2025-03-19,187342,40,false,filtrindia,2025-03-24T12:16:50Z,"ghazal,indian indie,hindi indie","Day One, a division of Sony Music Entertainment India Pvt. Ltd.",0.534,0.237,4,-13.074,1,0.0327,0.848,0.000283,0.118,0.296,135.781,4
spotify:track:0rlLBWFFTQiOWi963SH9bb,"Choo Lo","Aalas Ka Pedh","The Local Train",2015-09-25,233630,72,false,filtrindia,2024-02-09T08:19:04Z,"indian indie,hindi indie","The Local Train",0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.956,4
spotify:track:5ivRSlOhVIXN2QMzqgsX0s,"Aaoge Tum Kabhi","Aalas Ka Pedh","The Local Train",2015-09-25,313163,70,false,filtrindia,2024-02-09T08:20:25Z,"indian indie,hindi indie","The Local Train",0.534,0.863,0,-4.616,1,0.0356,0.015,0.0167,0.144,0.374,98.035,4
spotify:track:2LUY01YYiSU1LxoyX1ERwQ,"Tum Ho Toh","Tum Ho Toh","Iqlipse Nova;Prakriti Kakar",2024-11-27,171219,48,false,filtrindia,2025-02-12T10:02:13Z,"indian indie,hindi indie,bollywood,hindi pop","Iqlipse Nova",0.616,0.33,0,-10.22,1,0.0352,0.854,0,0.108,0.503,81.936,4
spotify:track:59alvnjzlbX6LaHhXGDZYv,"Khwab","Khwab","Iqlipse Nova;Aditya A",2023-03-02,158910,64,false,filtrindia,2023-07-13T06:01:18Z,"indian indie,hindi indie,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.697,0.315,10,-10.168,1,0.0503,0.932,0,0.392,0.659,113.695,4
spotify:track:7D3Ye9VMbfDXU78FtR3pFt,"When We Feel Young - Nature Tapes","Nature Tapes, Vol. 1","When Chai Met Toast",2024-05-31,304672,23,false,filtrindia,2024-06-03T04:48:36Z,"indian indie,hindi indie,folk pop","When Chai Met Toast",0.61,0.455,4,-8.696,1,0.0307,0.742,0.0000494,0.0808,0.266,82.515,4
spotify:track:0TL0LFcwIBF5eX7arDIKxY,"Husn","Husn","Anuv Jain",2023-12-01,217894,79,false,filtrindia,2024-02-09T08:18:53Z,"indian indie,hindi indie,hindi pop","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",0.527,0.376,5,-9.974,1,0.0298,0.682,0,0.142,0.24,151.928,4
spotify:track:5hvKhWCV8qXSnXKsVMt2xq,"Kinaare","Kinaare","Tanmaya Bhatnagar",2025-02-20,152467,23,false,filtrindia,2025-03-06T06:42:49Z,"indian indie,hindi indie","2025 Tanmaya Bhatnagar",0.707,0.415,4,-11.102,0,0.0349,0.019,0.00325,0.14,0.566,108.035,4
spotify:track:0EYrMu9FdtUTMZ8EK6cg5Q,"Simti","simti","Anumita Nadesan",2025-03-03,165640,16,false,filtrindia,2025-03-06T06:42:54Z,"indian indie,hindi indie","Anumita Nadesan",0.823,0.652,10,-6.338,0,0.0396,0.272,0.000903,0.103,0.964,125.031,4
spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,"Chaand Baaliyan","Chaand Baaliyan","Aditya A",2020-03-28,103264,70,false,filtrindia,2022-02-24T05:28:19Z,"indian indie,hindi indie,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.729,0.396,0,-8.98,1,0.0359,0.796,0,0.104,0.886,97.281,4
spotify:track:7jNb9JrNoX0iN2FD9PA2Hr,"Ajj Kall","Ajj Kall","Saivi Fareed",2025-11-26,151107,60,false,filtrindia,2026-01-15T07:54:06Z,"","Nawe Munde",0.831,0.564,10,-7.188,1,0.381,0.737,0,0.104,0.586,139.88,4
spotify:track:5MQLDkiEagOTLKpfa59a06,"Jadoo","Jadoo","Akshath",2023-03-09,190601,52,false,filtrindia,2024-06-21T09:11:07Z,"indian indie,hindi indie,hindi pop","Sony Music / Big Bang Records Pvt. Ltd.",0.614,0.468,9,-7.147,1,0.0275,0.732,0.0000381,0.336,0.4,114.07,4
spotify:track:2AB7fsbG0eZJjDGile69CQ,"Mera Safar","Mera Safar","Iqlipse Nova",2022-09-01,190549,60,false,filtrindia,2023-07-13T06:01:08Z,"indian indie,hindi indie","Sony Music Entertainment India Pvt. Ltd.",0.775,0.536,1,-9.011,1,0.0741,0.25,0,0.0708,0.423,91.001,4
spotify:track:6MZyrnqwsLnrWY5Gk0AyXg,"Farq hai","Farq hai","Suzonn",2020-11-26,184090,61,false,filtrindia,2024-02-09T08:22:22Z,"hindi indie,indian indie","Suzonn",0.8,0.209,4,-12.652,1,0.0408,0.865,0.0000411,0.252,0.74,87.972,4
spotify:track:5Z2GQ0eBKoatNYqbGayihP,"Lamhey","Lamhey","Anubha Bajaj",2023-02-24,148966,59,false,filtrindia,2023-07-13T06:00:56Z,"indian indie,hindi indie","Sony Music Entertainment India Pvt. Ltd.",0.571,0.395,2,-10.502,1,0.0372,0.601,0.000247,0.255,0.631,173.998,4
spotify:track:7uZLUFqPgGqwzD5rzOl8Sa,"Mulaqat","Mulaqat","Prateek Kuhad",2023-10-03,246519,57,false,filtrindia,2024-02-09T08:22:03Z,"indian indie,hindi indie","Elektra (NEK)",0.717,0.182,4,-13.629,1,0.0355,0.736,0.000248,0.0746,0.232,81.99,4
